V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,consent,city,tap,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,PIIcomment,hardship,contact,trap,t01,t02,t03,t04,t05,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,SQcomment,LocationLatitude,LocationLongitude,LocationAccuracy
R_1yU09ZvDH3gz1PL,Default Response Set,Anonymous,,,71.156.50.218,0,2015-03-19 14:18:39,2015-03-19 14:24:53,1,1256653898,iZXUO4qzTRRc_8olvHIY2Q**,27197,Qual712-0618WaterUtilities,1,,374,18887508059743,1,1,1,2,2,6,6,6,5,4,4,4,3,To cook,2,1,1,6,6,6,4,6,6,6,6,6,5,6,5,6,6,6,6,6,6,,33.920394897461,-118.27470397949,-1
R_56mB5ngBoDUFjSt,Default Response Set,Anonymous,,,174.29.67.222,0,2015-03-19 14:22:33,2015-03-19 14:25:16,1,1230268575,iZXUO4qzTRRL_EaMl2Xw9A**,27197,Qual712-0618WaterUtilities,2,attention,163,,1,2,1,1,1,7,7,7,6,4,1,2,1,Drinking,1,1,0,,,,,,,,,,,,,,,,,,,,39.87809753418,-105.04370117188,-1
R_8vKe1rAHrHvbLFP,Default Response Set,Anonymous,,,71.106.223.156,0,2015-03-19 14:17:20,2015-03-19 14:25:45,1,1220863228,iZXUO4qzTRSZEzSFWnEjHQ**,27197,Qual712-0618WaterUtilities,1,,505,18349574289643,1,1,1,1,1,7,7,7,7,1,1,1,1,Use for drinking and cooking.,3,3,1,7,4,5,7,4,5,4,5,5,7,7,6,6,6,5,7,5,7,We need more rain in CA to bring the water levels up so we don't have the stress and pressure on the customers and utility company. I am okay with my tap water.,34.320999145508,-118.38299560547,-1
R_6r72ToKYtsSmhQ9,Default Response Set,Anonymous,,,99.43.49.158,0,2015-03-19 14:22:44,2015-03-19 14:25:58,1,1126412651,iZXUO4qzTRSgHmgnGPsLJQ**,27197,Qual712-0618WaterUtilities,1,,194,16929982117333,1,1,1,4,7,2,1,7,1,6,7,7,6,Drinking,1,2,1,7,6,6,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,,34.006698608398,-118.34550476074,-1
R_0xsXXVo3R4KjaDP,Default Response Set,Anonymous,,,73.17.149.237,0,2015-03-19 14:24:32,2015-03-19 14:26:32,1,1242552094,iZXUO4qzTRTjdHYt8vW-1Q**,27197,Qual712-0618WaterUtilities,1,,120,18675557945623,1,3,1,1,2,5,5,7,4,4,4,5,4,"washing things, cooking and drinking.",4,1,1,7,6,6,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,,42.315902709961,-71.05590057373,-1
R_5ALoucXLmh8HCId,Default Response Set,Anonymous,,,50.163.73.244,0,2015-03-19 14:22:13,2015-03-19 14:27:02,1,1277814493,iZXUO4qzTRQDAbfmugopBQ**,27197,Qual712-0618WaterUtilities,1,,289,19205551802593,1,3,1,2,4,4,5,6,2,6,6,6,6,Laundry and bathing,1,1,1,6,5,6,5,6,6,5,5,6,4,6,4,4,4,5,6,4,6,,42.467498779297,-71.01309967041,-1
R_784TpwL2NtJwqDb,Default Response Set,Anonymous,,,66.31.233.134,0,2015-03-19 14:24:55,2015-03-19 14:28:46,1,1278631068,iZXUO4qzTRTUboDY5qNvQA**,27197,Qual712-0618WaterUtilities,1,,231,19217824924843,1,3,1,1,2,7,7,7,6,3,3,2,4,Daily drinking and cleansing ,3,2,1,7,6,6,7,6,5,6,6,6,5,5,5,5,5,6,5,6,5,,42.079605102539,-71.038200378418,-1
R_3UG7w64afb1FGXX,Default Response Set,Anonymous,,,107.2.163.233,0,2015-03-19 14:25:44,2015-03-19 14:29:22,1,1277699959,iZXUO4qzTRSDFs4W2oACpw**,27197,Qual712-0618WaterUtilities,1,,218,19203830356573,1,2,1,1,1,7,7,7,7,1,1,1,4,HYDRATION AND SANITATION,2,1,1,6,6,7,6,5,6,6,5,5,6,5,4,4,6,5,4,5,6,NO,39.705505371094,-104.96640014648,-1
R_6yE34cb33WAfCNn,Default Response Set,Anonymous,,,75.67.234.118,0,2015-03-19 14:25:33,2015-03-19 14:30:38,1,1254240977,iZXUO4qzTRRlwizHkdvarg**,27197,Qual712-0618WaterUtilities,1,,305,18851241857113,1,3,1,1,1,7,7,7,6,3,2,3,3,Bathing and drinking,1,1,1,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,None,42.740997314453,-71.316101074219,-1
R_9zqEgz3FLvaZIDr,Default Response Set,Anonymous,,,98.148.243.164,0,2015-03-19 14:29:22,2015-03-19 14:32:57,1,1272447327,iZXUO4qzTRRqH0MBf6CT9A**,27197,Qual712-0618WaterUtilities,1,,215,19124883297613,1,1,1,1,1,6,7,7,2,6,6,6,4,"Washing clothes, dishes and bathing. ",3,1,1,7,1,1,2,6,6,2,6,1,5,5,5,1,1,5,5,6,5,my water utility has sets prices that are much too expensive!,34.085494995117,-117.73449707031,-1
R_9RgYtOoKol6UqJ7,Default Response Set,Anonymous,,,71.218.8.247,0,2015-03-19 14:31:00,2015-03-19 14:34:07,1,1257173989,iZXUO4qzTRRmE5cHv-g1uA**,27197,Qual712-0618WaterUtilities,1,,187,18895325027473,1,2,1,1,1,7,7,7,5,7,2,7,3,hydration,1,1,1,7,6,7,7,7,4,4,6,7,4,7,4,6,4,4,6,4,4,don't contact water service,39.700302124023,-104.84149932861,-1
R_3aQPvLuFinGGu5T,Default Response Set,Anonymous,,,96.233.67.11,0,2015-03-19 14:32:25,2015-03-19 14:34:39,1,1275164707,iZXUO4qzTRSj74YUf-aW7w**,27197,Qual712-0618WaterUtilities,1,,134,19165725519013,1,3,1,6,6,3,3,1,3,6,3,6,3,Drinking ,2,2,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,42.549301147461,-71.255798339844,-1
R_07bl9B9Lrpiqgrr,Default Response Set,Anonymous,,,50.187.185.203,0,2015-03-19 14:33:16,2015-03-19 14:35:11,1,1221487144,iZXUO4qzTRQN2ESfPSIAeA**,27197,Qual712-0618WaterUtilities,2,attention,115,,1,3,1,7,7,1,1,7,1,7,7,7,7,wert5yujhgfdsertyhjhnbgfdsertgfb,1,1,0,,,,,,,,,,,,,,,,,,,,42.891494750977,-71.278701782227,-1
R_9BPWN5CDzkgRTmd,Default Response Set,Anonymous,,,216.98.179.10,0,2015-03-19 14:34:11,2015-03-19 14:38:14,1,1253810087,iZXUO4qzTRQji1Wru8vBMQ**,27197,Qual712-0618WaterUtilities,1,,243,18844765580413,1,2,1,1,4,7,7,7,4,4,4,6,4,"dishwasher and washing machine, bathing",2,1,1,7,5,5,3,1,4,6,4,7,5,6,4,5,5,4,4,4,4,na,39.764007568359,-105.0179977417,-1
R_9SwtTzgYxB7F6Pr,Default Response Set,Anonymous,,,23.241.186.89,0,2015-03-19 14:33:42,2015-03-19 14:38:25,1,1249320762,iZXUO4qzTRReFf0X8jAHCQ**,27197,Qual712-0618WaterUtilities,1,,283,18777291025663,1,1,1,1,1,6,6,6,6,4,2,4,2,Drinking,1,2,1,4,3,4,3,3,2,2,4,4,3,4,3,3,3,3,2,4,4,,34.164794921875,-118.4008026123,-1
R_3gGolhRkNoJhOVT,Default Response Set,Anonymous,,,97.124.232.243,0,2015-03-19 14:34:19,2015-03-19 14:38:35,1,1260915061,iZXUO4qzTRT_Wg0UtlvzZw**,27197,Qual712-0618WaterUtilities,2,attention,256,,1,2,1,1,1,7,7,7,4,4,4,4,3,Cleaning/bathing. ,2,1,0,,,,,,,,,,,,,,,,,,,,39.91340637207,-105.00749969482,-1
R_bPeQ4En4uFTwbm5,Default Response Set,Anonymous,,,216.249.220.182,0,2015-03-19 14:35:30,2015-03-19 14:38:40,1,1268797164,iZXUO4qzTRQHL2JsMvCSjw**,27197,Qual712-0618WaterUtilities,1,,190,19070021347723,1,2,1,1,2,4,3,4,6,2,1,4,3,i like i very goood,7,6,1,6,7,7,6,6,7,7,6,7,6,7,7,4,7,7,6,6,6,good,43.550598144531,-96.636299133301,-1
R_0Ie1ZShhISI1H0N,Default Response Set,Anonymous,,,23.242.36.80,0,2015-03-19 14:36:08,2015-03-19 14:39:25,1,1203671090,iZXUO4qzTRTHk-NT3vL9cg**,27197,Qual712-0618WaterUtilities,1,,197,18091176455503,1,1,1,1,1,7,7,7,7,7,7,1,1,Shower,1,1,1,5,6,6,1,6,6,6,6,4,5,4,5,5,3,5,6,4,4,,33.740097045898,-117.81959533691,-1
R_6tk8bzTdqb2wNEx,Default Response Set,Anonymous,,,100.0.4.224,0,2015-03-19 14:39:00,2015-03-19 14:39:32,1,1278545446,iZXUO4qzTRTLhyEA1kvTVA**,27197,Qual712-0618WaterUtilities,2,otherCity,32,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.345794677734,-71.550598144531,-1
R_5pr0UGW0cXJKLU9,Default Response Set,Anonymous,,,70.196.210.34,0,2015-03-19 14:38:02,2015-03-19 14:42:37,1,1278634498,iZXUO4qzTRRNqjb6dVTj5A**,27197,Qual712-0618WaterUtilities,2,attention,275,,1,2,1,1,1,7,7,7,5,5,3,3,7,"Drinking, bathing, laundry",1,1,0,,,,,,,,,,,,,,,,,,,,39.739196777344,-104.98470306396,-1
R_abMVCH3ZJJPVVNb,Default Response Set,Anonymous,,,50.153.150.245,0,2015-03-19 14:43:01,2015-03-19 14:43:23,1,1074247902,iZXUO4qzTRRAZZ7mtUrNpg**,27197,Qual712-0618WaterUtilities,2,otherCity,22,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.315902709961,-71.05590057373,-1
R_1NwWFXWLUuBL92t,Default Response Set,Anonymous,,,76.91.33.82,0,2015-03-19 14:43:09,2015-03-19 14:47:17,1,1270703178,iZXUO4qzTRSmatfHxVP_Pw**,27197,Qual712-0618WaterUtilities,1,,248,19098668738143,1,1,1,1,1,7,7,7,6,4,3,4,4,purifying to drink,1,1,1,7,6,7,5,7,4,6,4,6,4,6,4,4,4,4,6,4,6,There are many services I have not used with my water provider so I don't have an opinion on those (neither agree or disagree),34.417999267578,-118.56620025635,-1
R_2ozDdG0YhdUizC5,Default Response Set,Anonymous,,,99.100.5.79,0,2015-03-19 14:47:21,2015-03-19 14:48:34,1,1277297986,iZXUO4qzTRREPOoorVIBuA**,27197,Qual712-0618WaterUtilities,2,attention,73,,1,1,1,7,7,7,7,7,7,7,7,7,7,tap water,3,3,0,,,,,,,,,,,,,,,,,,,,34.417999267578,-118.56620025635,-1
R_7TEnSwyaaachY7X,Default Response Set,Anonymous,,,108.59.7.245,0,2015-03-19 14:47:54,2015-03-19 14:49:43,1,1272655586,iZXUO4qzTRRMfS4sxTEM0A**,27197,Qual712-0618WaterUtilities,1,,109,19128013430383,1,1,1,1,1,7,7,7,1,1,7,1,1,it's necessary,7,6,1,7,7,6,6,6,6,7,7,6,7,7,6,7,7,6,7,7,7,good,39.673400878906,-75.705200195312,-1
R_1R1jyfVDh9B8kdL,Default Response Set,Anonymous,,,96.237.235.168,0,2015-03-19 14:45:59,2015-03-19 14:50:18,1,1079436698,iZXUO4qzTRSMSQRcRnVIXQ**,27197,Qual712-0618WaterUtilities,1,,259,16223933543743,1,3,1,4,3,4,6,5,5,5,3,4,4,showers,1,2,1,6,6,6,4,6,7,6,5,6,6,6,6,6,6,7,6,6,6,great service from my water department,42.129501342773,-70.912300109863,-1
R_3r7qwnwiVK0iBo1,Default Response Set,Anonymous,,,73.219.39.154,0,2015-03-19 14:49:54,2015-03-19 14:50:39,1,1220835930,iZXUO4qzTRTs7-Fe1YHKSg**,27197,Qual712-0618WaterUtilities,2,attention,45,,1,3,1,4,4,4,4,4,4,4,4,4,4,mmmmmmmm,4,3,0,,,,,,,,,,,,,,,,,,,,38,-97,-1
R_0SSfnPg0A44RXq5,Default Response Set,Anonymous,,,174.63.57.49,0,2015-03-19 14:51:25,2015-03-19 14:51:55,1,1090400687,iZXUO4qzTRQqplgY8JWUTA**,27197,Qual712-0618WaterUtilities,2,otherCity,30,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.931701660156,-70.842697143555,-1
R_4YJ9eOEfyCLxfF3,Default Response Set,Anonymous,,,108.0.218.128,0,2015-03-19 14:54:06,2015-03-19 14:58:00,1,1277767690,iZXUO4qzTRT1BaBpwy82rg**,27197,Qual712-0618WaterUtilities,1,,234,19204848353503,1,1,1,1,4,7,7,7,5,7,4,3,4,Drinking and bathing,4,1,1,7,4,3,1,6,4,1,6,7,4,4,4,4,4,4,2,4,6,The water sometimes tastes bad.,33.828704833984,-118.11689758301,-1
R_a5IMD6udpVmij6B,Default Response Set,Anonymous,,,75.84.32.12,0,2015-03-19 14:58:20,2015-03-19 14:59:04,1,1271253638,iZXUO4qzTRTqdY2O56InIA**,27197,Qual712-0618WaterUtilities,2,otherCity,44,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.881805419922,-117.85029602051,-1
R_0HUIRxfVLj9Z6YJ,Default Response Set,Anonymous,,,97.118.127.49,0,2015-03-19 14:57:53,2015-03-19 14:59:10,1,1270721352,iZXUO4qzTRSYtx1DyDqNIQ**,27197,Qual712-0618WaterUtilities,1,,77,19098941893363,1,2,1,4,2,6,4,4,4,4,5,3,3,fresh,5,6,1,6,7,7,6,5,5,5,6,6,6,6,6,6,6,6,6,6,7,some,39.828796386719,-105.06069946289,-1
R_dhVazJDwpA4vgBn,Default Response Set,Anonymous,,,72.74.68.62,0,2015-03-19 14:57:47,2015-03-19 15:00:46,1,1131980803,iZXUO4qzTRSe3j63e7OcmA**,27197,Qual712-0618WaterUtilities,1,,179,17013671441893,1,3,1,1,2,6,7,7,7,4,2,3,4,drinking water,5,1,1,7,7,6,6,7,6,6,6,6,6,7,6,6,7,6,6,6,6,courteous and prompt,42.154403686523,-71.521003723145,-1
R_8cUJuJoWj0ntrnf,Default Response Set,Anonymous,,,72.37.141.115,0,2015-03-19 14:58:20,2015-03-19 15:04:20,1,1277773274,iZXUO4qzTRQJaViY6SSMMw**,27197,Qual712-0618WaterUtilities,1,,360,19204932281023,1,1,1,1,1,7,7,7,5,3,2,1,2,Drinking ,1,2,1,7,5,5,4,7,6,6,5,7,5,7,5,5,4,5,6,3,6,,34.026596069336,-118.28309631348,-1
R_5aKDr0wkkjtly4d,Default Response Set,Anonymous,,,67.41.136.132,0,2015-03-19 15:00:43,2015-03-19 15:05:44,1,1208636763,iZXUO4qzTRT3yV0gcZP91g**,27197,Qual712-0618WaterUtilities,1,,301,18165810520693,1,2,1,1,3,7,7,7,5,4,3,5,5,Washing ,1,2,1,7,7,5,6,5,7,5,5,5,5,5,4,6,4,6,5,5,5,No additional comment,39.771301269531,-105.04989624023,-1
R_9FEJhqiftXOxIxL,Default Response Set,Anonymous,,,166.170.46.150,0,2015-03-19 15:05:55,2015-03-19 15:06:37,1,1226369188,iZXUO4qzTRSBvjH7Iroukw**,27197,Qual712-0618WaterUtilities,2,otherCity,42,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.773895263672,-117.94149780273,-1
R_0HrJWLWSR7zoUQd,Default Response Set,Anonymous,,,108.207.254.178,0,2015-03-19 15:03:12,2015-03-19 15:08:11,1,1271684418,iZXUO4qzTRRkPIW2g0SWyQ**,27197,Qual712-0618WaterUtilities,1,,299,19113416775343,1,1,1,1,2,7,6,7,4,5,3,4,5,"Drinking! Washing dishes/ clothes. Cleaning,",1,1,1,7,2,5,2,6,4,6,4,5,5,5,6,4,5,4,6,6,4,,37.59049987793,-120.8509979248,-1
R_bHq0AMssoEMRTtr,Default Response Set,Anonymous,,,24.63.212.96,0,2015-03-19 15:08:26,2015-03-19 15:09:21,1,1271034260,iZXUO4qzTRTJhGvFiGgZkQ**,27197,Qual712-0618WaterUtilities,2,otherCity,55,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.761795043945,-71.411903381348,-1
R_1TZ0ESQZW4LhIrP,Default Response Set,Anonymous,,,96.40.132.70,0,2015-03-19 15:09:54,2015-03-19 15:12:21,1,1115288353,iZXUO4qzTRSpPg8_M06d9w**,27197,Qual712-0618WaterUtilities,1,,147,16762783918393,1,1,1,3,2,6,6,7,4,6,4,4,4,To shower and to wash and to cook.,1,1,1,7,4,6,4,6,7,7,6,7,6,6,7,6,4,7,6,6,4,None,34.061599731445,-118.08180236816,-1
R_9QRYPcrx8zCmSDX,Default Response Set,Anonymous,,,162.216.121.48,0,2015-03-19 15:16:26,2015-03-19 15:18:12,1,1274794552,iZXUO4qzTRTzL3avKIbgvw**,27197,Qual712-0618WaterUtilities,1,,106,19160162089363,1,1,1,2,2,6,6,6,6,2,2,2,2,gfffff,6,4,1,5,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,5,5,,33.985305786133,-118.33789825439,-1
R_e39DXI8qCIgRJdz,Default Response Set,Anonymous,,,66.31.72.82,0,2015-03-19 15:15:47,2015-03-19 15:18:27,1,1277761273,iZXUO4qzTRTPRaSl-zdEng**,27197,Qual712-0618WaterUtilities,1,,160,19204751905993,1,3,1,1,3,6,7,7,6,2,2,3,2,"Cooking, bathing, flushing toilet",7,2,1,1,2,4,4,1,3,1,3,4,2,4,4,2,2,4,2,1,2,No comment,42.399703979492,-71.031600952148,-1
R_dcM5XzzF4HEblUF,Default Response Set,Anonymous,,,97.118.23.252,0,2015-03-19 15:13:32,2015-03-19 15:18:45,1,1260476049,iZXUO4qzTRSPluQjfr1-lw**,27197,Qual712-0618WaterUtilities,1,,313,18944954989273,1,2,1,1,1,7,7,7,7,2,1,2,1,Drinking,5,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,4,6,6,6,6,they don't read the meter,39.627593994141,-104.78330230713,-1
R_cuVHxRUFEcviTBz,Default Response Set,Anonymous,,,24.9.1.243,0,2015-03-19 15:12:27,2015-03-19 15:22:04,1,1273457976,iZXUO4qzTRT7D1qG3Y3b0A**,27197,Qual712-0618WaterUtilities,1,,577,19140073352083,1,2,1,1,1,6,7,7,6,4,4,2,4,personal hygiene,4,1,1,7,7,7,7,7,5,6,4,6,4,5,4,4,4,4,3,4,5,"i don't like the three tiered payment system, ",39.613006591797,-105.06269836426,-1
R_07DnthaiXdlGtIp,Default Response Set,Anonymous,,,104.0.133.254,0,2015-03-19 15:23:10,2015-03-19 15:23:39,1,1114854360,iZXUO4qzTRRuRsNBEpMgSw**,27197,Qual712-0618WaterUtilities,2,otherCity,29,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.874801635742,-118.24060058594,-1
R_00zIerd8eSUdVYh,Default Response Set,Anonymous,,,24.218.91.39,0,2015-03-19 15:22:19,2015-03-19 15:24:42,1,1271587159,iZXUO4qzTRTY8E-szkVZ5Q**,27197,Qual712-0618WaterUtilities,1,,143,19111954972573,1,3,1,5,4,4,5,4,1,6,7,6,4,drinking water,5,4,1,6,6,6,7,6,5,6,6,7,6,7,6,6,6,5,6,6,7,,42.794998168945,-71.225601196289,-1
R_2aHp0znrpf5Pvdr,Default Response Set,Anonymous,,,169.234.149.225,0,2015-03-19 15:12:49,2015-03-19 15:27:52,1,1264209339,iZXUO4qzTRSE9oA-srlgkw**,27197,Qual712-0618WaterUtilities,1,,903,19001066337973,1,1,1,2,5,5,5,4,3,3,5,4,4,To shower on a daily basis ,2,1,1,5,1,5,5,6,5,5,3,4,4,5,5,3,5,4,5,4,5,,33.64030456543,-117.76940155029,-1
R_77ohGUgbNefVWGp,Default Response Set,Anonymous,,,107.210.29.31,0,2015-03-19 15:27:41,2015-03-19 15:28:46,1,1217158795,iZXUO4qzTRT6ucyNUcERCQ**,27197,Qual712-0618WaterUtilities,2,consent,65,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.09049987793,-118.13439941406,-1
R_5BhCMdj3SbnMtlX,Default Response Set,Anonymous,,,155.94.227.21,0,2015-03-19 15:19:21,2015-03-19 15:28:51,1,1276630205,iZXUO4qzTRSnEUUc5zLv7g**,27197,Qual712-0618WaterUtilities,1,,570,19187751953953,1,1,1,1,4,6,6,7,4,3,4,5,3,much use water in the taps,5,3,1,5,3,4,5,5,5,4,4,4,5,3,4,3,2,5,4,3,4,,34.043792724609,-118.25120544434,-1
R_b3lYvogKsedp9g9,Default Response Set,Anonymous,,,104.35.215.77,0,2015-03-19 15:30:51,2015-03-19 15:33:02,1,1067772587,iZXUO4qzTRToTuzSxRwo-g**,27197,Qual712-0618WaterUtilities,1,,131,16048621955413,1,1,1,1,1,7,7,7,4,3,1,4,3,drinking,4,1,1,7,7,7,7,7,4,7,4,6,4,4,4,4,4,4,4,4,4,"none, thank you",33.665298461914,-117.97180175781,-1
R_9LkiXMs7pruaxVj,Default Response Set,Anonymous,,,104.174.129.108,0,2015-03-19 15:30:51,2015-03-19 15:34:16,1,1277870065,iZXUO4qzTRRD_UqzHIV65w**,27197,Qual712-0618WaterUtilities,1,,205,19206387049753,1,1,1,1,1,7,7,7,4,4,4,4,1,drinking / ,1,1,1,6,4,6,3,3,4,6,4,4,4,6,4,4,4,4,3,4,4,none,33.945404052734,-118.43980407715,-1
R_cPgf9MZjbwSOagZ,Default Response Set,Anonymous,,,24.61.116.176,0,2015-03-19 15:33:39,2015-03-19 15:36:37,1,1275906867,iZXUO4qzTRSl3v23T3ey7Q**,27197,Qual712-0618WaterUtilities,1,,178,19176880183813,1,3,1,1,1,6,7,7,4,4,4,6,2,Washing and drinking,2,2,1,7,7,5,6,7,7,5,6,7,7,6,5,5,7,6,7,6,5,,42.610504150391,-71.230598449707,-1
R_01CdKpxUVfFBk0Z,Default Response Set,Anonymous,,,73.38.248.179,0,2015-03-19 15:37:17,2015-03-19 15:39:02,1,1278638482,iZXUO4qzTRS_n5ucovbHeA**,27197,Qual712-0618WaterUtilities,2,attention,105,,1,3,1,1,1,7,7,7,7,2,1,1,2,"showering, cleaning, drinking",1,2,0,,,,,,,,,,,,,,,,,,,,42.380004882812,-71.13289642334,-1
R_9mpRg6nReuvbzwN,Default Response Set,Anonymous,,,71.177.200.158,0,2015-03-19 15:37:15,2015-03-19 15:42:03,1,1079453556,iZXUO4qzTRT9edAArfCSlA**,27197,Qual712-0618WaterUtilities,1,,288,16224186919483,1,1,1,2,2,2,6,6,3,6,6,6,6,To srink,2,2,1,5,5,4,2,6,3,5,4,3,4,4,5,4,5,4,1,5,3,Please clean the water as much as possible...no flouride,33.747406005859,-117.99389648438,-1
R_3IdCtu5dTw6eETP,Default Response Set,Anonymous,,,71.212.134.1,0,2015-03-19 15:37:39,2015-03-19 15:42:32,1,1218683113,iZXUO4qzTRRcHCEyxT3AIg**,27197,Qual712-0618WaterUtilities,1,,293,18316807161193,1,2,1,1,1,7,7,7,6,3,1,2,1,Cleaning,1,1,1,6,6,7,3,5,4,6,4,6,7,6,6,6,6,6,4,4,4,"They always let me and my neighbors know ahead of time when they plan on flushing water system so we can either store water during that time or to purchase needed potable water during that time period,",39.731994628906,-104.98390197754,-1
R_02KnthEPKXJZvq5,Default Response Set,Anonymous,,,73.169.44.55,0,2015-03-19 15:42:21,2015-03-19 15:45:36,1,1271769882,iZXUO4qzTRR1Uyp-GA9fsQ**,27197,Qual712-0618WaterUtilities,2,attention,195,,1,2,1,1,1,7,7,7,7,2,3,4,4,Drinking and bathing,1,2,0,,,,,,,,,,,,,,,,,,,,39.534698486328,-104.95819854736,-1
R_e9fFbzEdv1x2QyF,Default Response Set,Anonymous,,,172.249.92.39,0,2015-03-19 15:48:13,2015-03-19 15:48:31,1,1257307024,iZXUO4qzTRQmSUMltr1ZqA**,27197,Qual712-0618WaterUtilities,2,noTapWater,18,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.900894165039,-118.00730133057,-1
R_6R0cg5tJRUVmtSJ,Default Response Set,Anonymous,,,216.165.250.100,0,2015-03-19 15:46:20,2015-03-19 15:49:30,1,1230261219,iZXUO4qzTRTy8pMzByyEUw**,27197,Qual712-0618WaterUtilities,1,,190,18490826094373,1,1,1,1,1,7,6,7,4,1,2,4,2,cooking,4,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,good survey,34.153900146484,-117.99189758301,-1
R_8f6jeBPMwZjz87b,Default Response Set,Anonymous,,,108.184.134.58,0,2015-03-19 15:48:18,2015-03-19 15:49:33,1,1217905227,iZXUO4qzTRT9u_kFgdLtvw**,27197,Qual712-0618WaterUtilities,1,,75,18305115534613,1,1,1,1,1,7,7,7,7,1,1,1,1,nive great good more nice,7,7,1,7,6,6,6,7,7,7,7,7,6,7,7,7,7,6,7,7,6,nice,34.10400390625,-117.6641998291,-1
R_5u3SJJ1NHRuWr9b,Default Response Set,Anonymous,,,71.212.211.141,0,2015-03-19 15:40:53,2015-03-19 15:49:56,1,1269540254,iZXUO4qzTRTFtV5xXu5g2A**,27197,Qual712-0618WaterUtilities,1,,543,19081189990423,1,2,1,1,1,7,7,7,6,6,2,4,1,drinking,1,1,1,7,6,7,7,2,4,7,4,6,7,4,6,4,7,4,7,4,7,I get charged for water I use by volume.  I came home from work one day to find the water dept digging in street and using / my hose to cool down their concrete cutter.  They were offended that I was upset it was on my meter. /  / The water company called me to say that they mistakenly shredded the wrong stack of checks and wanted me to send another one.  They were offended that I said no - until I could be assured the check I wrote was not cashed  - if the checks were all / shredded - how could I be sure my check was one that was shredded????,39.739196777344,-104.98470306396,-1
R_0lbD8vzDGVPoCa1,Default Response Set,Anonymous,,,75.70.206.213,0,2015-03-19 15:48:08,2015-03-19 15:50:57,1,1199789126,iZXUO4qzTRRotdDUGOX-iw**,27197,Qual712-0618WaterUtilities,1,,169,18032830536583,1,2,1,1,1,7,7,7,4,4,1,4,4,To drink it,1,1,1,7,7,7,7,7,7,7,4,7,7,7,4,7,7,4,7,4,7,,39.489501953125,-104.76760101318,-1
R_7Q9p8GY7kRTNs0t,Default Response Set,Anonymous,,,99.101.228.196,0,2015-03-19 15:48:10,2015-03-19 15:51:36,1,1259381918,iZXUO4qzTRQTrHlqbNcLSw**,27197,Qual712-0618WaterUtilities,1,,206,18928510200343,1,1,1,2,3,6,6,6,6,4,5,6,4,"cooking, bathing, landscaping",2,1,1,5,4,5,5,6,4,5,5,5,4,4,5,4,4,6,6,5,5,none,34.146301269531,-118.42929840088,-1
R_abc9kgqybd1Zszz,Default Response Set,Anonymous,,,104.32.176.27,0,2015-03-19 15:37:16,2015-03-19 15:52:01,1,1278639132,iZXUO4qzTRTnn3zdzdhzPA**,27197,Qual712-0618WaterUtilities,1,,885,19217946126763,1,1,1,2,1,7,7,7,6,1,1,1,2,Bathing,1,1,1,7,2,3,2,7,4,5,4,4,4,4,4,4,4,4,5,4,4,,34.026596069336,-118.28309631348,-1
R_ex7pDXpmtltqs17,Default Response Set,Anonymous,,,174.29.194.150,0,2015-03-19 15:46:31,2015-03-19 15:53:04,1,1249747039,iZXUO4qzTRQd9qsXna1pGw**,27197,Qual712-0618WaterUtilities,1,,393,18783697968973,1,2,1,2,2,4,6,7,4,4,5,5,5,Consumption ,1,2,1,6,4,5,3,6,5,4,4,5,4,6,4,3,4,5,6,4,5,No response ,39.847396850586,-104.94589996338,-1
R_9S87SqKwWVPGmA5,Default Response Set,Anonymous,,,66.189.45.117,0,2015-03-19 15:52:16,2015-03-19 15:59:07,1,1278639858,iZXUO4qzTRSJy6CqFEmb7A**,27197,Qual712-0618WaterUtilities,1,,411,19217957038543,1,3,1,1,1,6,7,7,3,5,4,4,4,Cleaning,1,1,1,7,6,5,4,6,4,6,4,4,4,4,4,4,4,4,4,4,4,,42.665496826172,-71.595199584961,-1
