Sample_No,Date_Sampled,Sample_Point,Zone,Measure,Result,Units
5131128,2017-04-06,S17721,Tarnstead,E Coli,0,Orgs/100mL
5131099,2017-04-06,S15513,Merton,E Coli,0,Orgs/100mL
5130759,2017-04-05,S12112,Southwold,Turbidity,0.2,NTU
5132159,2017-04-12,S16589,Swadlincote,E Coli,0,Orgs/100mL
5131102,2017-04-06,S17725,Paethsmouth,E Coli,0,Orgs/100mL
5131099,2017-04-06,S15513,Merton,Turbidity,0.2,NTU
5132126,2017-04-11,S16489,Paethsmouth,E Coli,0,Orgs/100mL
5132125,2017-04-11,S13397,Merton,E Coli,0,Orgs/100mL
5131072,2017-04-04,S16669,Bellmoral,Turbidity,0.2,NTU
5130759,2017-04-05,S12112,Southwold,E Coli,0,Orgs/100mL
5132132,2017-04-12,S18691,Paethsmouth,E Coli,0,Orgs/100mL
5132128,2017-04-12,S18038,Paethsmouth,E Coli,0,Orgs/100mL
5132138,2017-04-10,S14567,Tarnstead,Turbidity,0.2,NTU
5132160,2017-04-12,S16510,Strathmore,Turbidity,0.1,NTU
5132124,2017-04-12,S18578,Blancathey,E Coli,0,Orgs/100mL
5132160,2017-04-12,S16510,Strathmore,E Coli,0,Orgs/100mL
5132123,2017-04-12,S15053,Blancathey,E Coli,0,Orgs/100mL
5040308,2017-02-22,S14790,Blancathey,Turbidity,0.2,NTU
5132125,2017-04-11,S13397,Merton,Turbidity,0.2,NTU
5172948,2017-05-10,S15513,Merton,E Coli,0,Orgs/100mL
5172974,2017-05-10,S19836,Swadlincote,E Coli,0,Orgs/100mL
5093249,2017-03-16,S15984,Blancathey,E Coli,0,Orgs/100mL
5172076,2017-05-03,S13446,Wakefield,Turbidity,0.2,NTU
5251757,2017-07-04,S18588,Bellmoral,THMs,0.007,mg/L
5172159,2017-05-07,S13500,Southwold,Turbidity,0.1,NTU
5251764,2017-07-05,S11466,Snake's Canyon,Turbidity,0.05,NTU
5251762,2017-07-05,S17516,Blancathey,Turbidity,0.1,NTU
5251785,2017-07-05,S15163,Strathmore,Turbidity,0.1,NTU
5251773,2017-07-05,S12921,Swadlincote,E Coli,0,Orgs/100mL
5251757,2017-07-04,S18588,Bellmoral,Turbidity,0.05,NTU
5272642,2017-07-05,S18186,Merton,Turbidity,0.1,NTU
5272653,2017-07-05,S14567,Tarnstead,Turbidity,0.1,NTU
5251763,2017-07-05,S13818,Paethsmouth,Turbidity,0.05,NTU
5093262,2017-03-16,S15984,Blancathey,THMs,0.008,mg/L
5093489,2017-03-22,S19914,Merton,E Coli,0,Orgs/100mL
5093494,2017-03-22,S17696,Tarnstead,Turbidity,0.2,NTU
5093464,2017-03-21,S14733,Bellmoral,Turbidity,0.2,NTU
5093494,2017-03-22,S17696,Tarnstead,E Coli,0,Orgs/100mL
5131880,2017-04-09,S11715,Southwold,E Coli,0,Orgs/100mL
5132136,2017-04-10,S13840,Wakefield,E Coli,0,Orgs/100mL
5131102,2017-04-06,S17725,Paethsmouth,Turbidity,0.2,NTU
5131104,2017-04-06,S13798,Snake's Canyon,Turbidity,0.2,NTU
5252380,2017-07-23,S17867,Southwold,E Coli,0,Orgs/100mL
5198749,2017-06-15,S14567,Tarnstead,E Coli,0,Orgs/100mL
5198739,2017-06-15,S12012,Blancathey,E Coli,0,Orgs/100mL
5198739,2017-06-15,S12012,Blancathey,Turbidity,0.1,NTU
5198851,2017-06-18,S11715,Southwold,E Coli,0,Orgs/100mL
5131105,2017-04-06,S13446,Wakefield,Turbidity,0.3,NTU
5131880,2017-04-09,S11715,Southwold,Turbidity,0.2,NTU
5132431,2017-04-20,S10129,Paethsmouth,E Coli,0,Orgs/100mL
5132138,2017-04-10,S14567,Tarnstead,E Coli,0,Orgs/100mL
5252043,2017-07-13,S17463,Snake's Canyon,E Coli,0,Orgs/100mL
5252044,2017-07-13,S11254,Wakefield,E Coli,0,Orgs/100mL
5198972,2017-06-20,S14758,Bellmoral,E Coli,0,Orgs/100mL
5172955,2017-05-10,S17721,Tarnstead,Turbidity,0.1,NTU
5092979,2017-03-08,S12051,Paethsmouth,E Coli,0,Orgs/100mL
5580067,2018-04-08,S13531,Southwold,E Coli,0,Orgs/100mL
5092994,2017-03-08,S17721,Tarnstead,Turbidity,0.1,NTU
5040296,2017-02-21,S10232,Bellmoral,E Coli,0,Orgs/100mL
5040336,2017-02-22,S16901,Pontybridge,E Coli,0,Orgs/100mL
5387636,2017-12-27,S14065,Pontybridge,Turbidity,0.2,NTU
5387646,2017-12-27,S14065,Pontybridge,THMs,0.006,mg/L
5387620,2017-12-28,S13840,Wakefield,E Coli,0,Orgs/100mL
5387347,2017-12-21,S17696,Tarnstead,THMs,0.043,mg/L
5093003,2017-03-08,S18344,Pontybridge,Turbidity,0.2,NTU
5092990,2017-03-08,S12051,Paethsmouth,THMs,0.008,mg/L
5093027,2017-03-08,S11076,Strathmore,THMs,0.052,mg/L
5040325,2017-02-22,S17463,Snake's Canyon,E Coli,0,Orgs/100mL
5093488,2017-03-22,S19811,Blancathey,E Coli,0,Orgs/100mL
5093512,2017-03-22,S14812,Swadlincote,Turbidity,0.2,NTU
5040169,2017-02-19,S11765,Southwold,THMs,0.008,mg/L
5093512,2017-03-22,S14812,Swadlincote,E Coli,0,Orgs/100mL
5093489,2017-03-22,S19914,Merton,Turbidity,0.2,NTU
5093491,2017-03-22,S17923,Paethsmouth,E Coli,0,Orgs/100mL
5093513,2017-03-22,S15280,Strathmore,Turbidity,0.1,NTU
5093355,2017-03-19,S10133,Southwold,THMs,0.008,mg/L
5093493,2017-03-22,S13840,Wakefield,Turbidity,0.2,NTU
5093513,2017-03-22,S15280,Strathmore,E Coli,0,Orgs/100mL
5093492,2017-03-22,S18682,Snake's Canyon,E Coli,0,Orgs/100mL
5093490,2017-03-22,S14487,Paethsmouth,Turbidity,0.2,NTU
5093511,2017-03-22,S18865,Pontybridge,E Coli,0,Orgs/100mL
5093492,2017-03-22,S18682,Snake's Canyon,Turbidity,0.3,NTU
5093490,2017-03-22,S14487,Paethsmouth,E Coli,0,Orgs/100mL
5093571,2017-03-26,S13531,Southwold,Turbidity,0.2,NTU
5093571,2017-03-26,S13531,Southwold,E Coli,0,Orgs/100mL
5387621,2017-12-28,S17721,Tarnstead,E Coli,0,Orgs/100mL
5387344,2017-12-21,S14317,Blancathey,THMs,0.007,mg/L
5387346,2017-12-21,S13446,Wakefield,THMs,0.038,mg/L
5387639,2017-12-26,S17906,Snake's Canyon,THMs,0.006,mg/L
5387620,2017-12-28,S13840,Wakefield,Turbidity,0.2,NTU
5387638,2017-12-26,S18038,Paethsmouth,THMs,0.006,mg/L
5132158,2017-04-12,S13306,Pontybridge,E Coli,0,Orgs/100mL
5173618,2017-06-01,S16451,Blancathey,E Coli,0,Orgs/100mL
5173652,2017-06-01,S11281,Snake's Canyon,Turbidity,0.1,NTU
5173411,2017-05-24,S17721,Tarnstead,Turbidity,0.1,NTU
5252041,2017-07-13,S12051,Paethsmouth,E Coli,0,Orgs/100mL
5252016,2017-07-12,S14733,Bellmoral,E Coli,0,Orgs/100mL
5252066,2017-07-13,S18344,Pontybridge,E Coli,0,Orgs/100mL
5252026,2017-07-13,S15053,Blancathey,E Coli,0,Orgs/100mL
5252028,2017-07-13,S15513,Merton,E Coli,0,Orgs/100mL
5387621,2017-12-28,S17721,Tarnstead,Turbidity,0.1,NTU
5040326,2017-02-22,S13446,Wakefield,E Coli,0,Orgs/100mL
5040310,2017-02-22,S13397,Merton,E Coli,0,Orgs/100mL
5040309,2017-02-22,S14317,Blancathey,E Coli,0,Orgs/100mL
5387648,2017-12-27,S15280,Strathmore,Turbidity,0.2,NTU
5387647,2017-12-27,S17173,Swadlincote,Turbidity,0.2,NTU
5040395,2017-02-26,S13500,Southwold,Turbidity,0.2,NTU
5173409,2017-05-24,S17906,Snake's Canyon,E Coli,0,Orgs/100mL
5173428,2017-05-24,S14812,Swadlincote,E Coli,0,Orgs/100mL
5252277,2017-07-18,S10232,Bellmoral,E Coli,0,Orgs/100mL
5173429,2017-05-24,S16510,Strathmore,Turbidity,0.1,NTU
5173465,2017-05-28,S10133,Southwold,E Coli,0,Orgs/100mL
5040308,2017-02-22,S14790,Blancathey,E Coli,0,Orgs/100mL
5040338,2017-02-22,S16510,Strathmore,E Coli,0,Orgs/100mL
5172074,2017-05-03,S19339,Paethsmouth,Turbidity,0.2,NTU
5280691,2017-07-30,S14925,Southwold,E Coli,0,Orgs/100mL
5280836,2017-08-02,S11858,Wakefield,E Coli,0,Orgs/100mL
5280854,2017-08-02,S18255,Swadlincote,E Coli,0,Orgs/100mL
5252502,2017-07-26,S18703,Pontybridge,THMs,0.006,mg/L
5280833,2017-08-02,S16371,Snake's Canyon,E Coli,0,Orgs/100mL
5280855,2017-08-02,S16510,Strathmore,E Coli,0,Orgs/100mL
5280830,2017-08-02,S14487,Paethsmouth,E Coli,0,Orgs/100mL
5092728,2017-03-01,S14567,Tarnstead,E Coli,0,Orgs/100mL
5092721,2017-03-01,S14514,Blancathey,E Coli,0,Orgs/100mL
5280827,2017-08-02,S14759,Blancathey,E Coli,0,Orgs/100mL
5280832,2017-08-02,S17923,Paethsmouth,E Coli,0,Orgs/100mL
5092723,2017-03-01,S18186,Merton,Turbidity,0.2,NTU
5092736,2017-03-02,S12921,Swadlincote,Turbidity,0.2,NTU
5092736,2017-03-02,S12921,Swadlincote,E Coli,0,Orgs/100mL
5092726,2017-03-01,S16474,Snake's Canyon,Turbidity,0.2,NTU
5092721,2017-03-01,S14514,Blancathey,Turbidity,0.2,NTU
5092728,2017-03-01,S14567,Tarnstead,Turbidity,0.2,NTU
5092748,2017-03-02,S14271,Strathmore,E Coli,0,Orgs/100mL
5092735,2017-03-02,S13317,Pontybridge,E Coli,0,Orgs/100mL
5092735,2017-03-02,S13317,Pontybridge,Turbidity,0.2,NTU
5092727,2017-03-01,S11254,Wakefield,Turbidity,0.2,NTU
5092795,2017-03-05,S17867,Southwold,E Coli,0,Orgs/100mL
5092725,2017-03-01,S12669,Paethsmouth,E Coli,0,Orgs/100mL
5092727,2017-03-01,S11254,Wakefield,E Coli,0,Orgs/100mL
5691009,2018-07-22,S19084,Southwold,Turbidity,0.2,NTU
5690972,2018-07-18,S13317,Pontybridge,THMs,0.008,mg/L
5690910,2018-07-18,S15929,Blancathey,THMs,0.011,mg/L
5172097,2017-05-03,S12921,Swadlincote,Turbidity,0.1,NTU
5172973,2017-05-10,S18344,Pontybridge,E Coli,0,Orgs/100mL
5172952,2017-05-10,S17463,Snake's Canyon,E Coli,0,Orgs/100mL
5172975,2017-05-10,S11076,Strathmore,E Coli,0,Orgs/100mL
5251852,2017-07-09,S11765,Southwold,E Coli,0,Orgs/100mL
5252298,2017-07-19,S13148,Paethsmouth,E Coli,0,Orgs/100mL
5173408,2017-05-24,S14735,Paethsmouth,Turbidity,0.2,NTU
5173381,2017-05-23,S17620,Bellmoral,Turbidity,0.1,NTU
5040310,2017-02-22,S13397,Merton,Turbidity,0.2,NTU
5040336,2017-02-22,S16901,Pontybridge,Turbidity,0.2,NTU
5040326,2017-02-22,S13446,Wakefield,Turbidity,0.2,NTU
5890152,2018-12-27,S15513,Merton,E Coli,0,Orgs/100mL
5890152,2018-12-27,S15513,Merton,Turbidity,0.1,NTU
5172946,2017-05-10,S14317,Blancathey,E Coli,0,Orgs/100mL
5019632,2017-01-24,S13874,Bellmoral,E Coli,0,Orgs/100mL
5019644,2017-01-26,S18186,Merton,Turbidity,0.2,NTU
5019644,2017-01-26,S18186,Merton,E Coli,0,Orgs/100mL
5019646,2017-01-26,S17058,Paethsmouth,E Coli,0,Orgs/100mL
5019662,2017-01-26,S11254,Wakefield,E Coli,0,Orgs/100mL
5040337,2017-02-22,S17173,Swadlincote,Turbidity,0.1,NTU
5092795,2017-03-05,S17867,Southwold,Turbidity,0.2,NTU
5174359,2017-05-30,S17769,Bellmoral,E Coli,0,Orgs/100mL
5283661,2017-07-13,S14901,Snake's Canyon,Turbidity,0.05,NTU
5252302,2017-07-19,S17696,Tarnstead,E Coli,0,Orgs/100mL
5252300,2017-07-19,S16474,Snake's Canyon,E Coli,0,Orgs/100mL
5173661,2017-05-31,S12119,Pontybridge,Turbidity,0.1,NTU
5173617,2017-06-01,S15984,Blancathey,E Coli,0,Orgs/100mL
5252286,2017-07-19,S14317,Blancathey,E Coli,0,Orgs/100mL
5252285,2017-07-19,S14790,Blancathey,E Coli,0,Orgs/100mL
5283660,2017-07-13,S10837,Tarnstead,Turbidity,0.05,NTU
5283658,2017-07-13,S12669,Paethsmouth,Turbidity,0.05,NTU
5252323,2017-07-19,S18865,Pontybridge,E Coli,0,Orgs/100mL
5252287,2017-07-19,S13397,Merton,E Coli,0,Orgs/100mL
5172955,2017-05-10,S17721,Tarnstead,E Coli,0,Orgs/100mL
5172953,2017-05-10,S16474,Snake's Canyon,E Coli,0,Orgs/100mL
5252082,2017-07-13,S19836,Swadlincote,THMs,0.007,mg/L
5252299,2017-07-19,S16332,Paethsmouth,E Coli,0,Orgs/100mL
5252039,2017-07-13,S15513,Merton,THMs,0.005,mg/L
5252082,2017-07-13,S19836,Swadlincote,Turbidity,0.05,NTU
5283657,2017-07-13,S15053,Blancathey,Turbidity,0.05,NTU
5252288,2017-07-19,S12436,Paethsmouth,E Coli,0,Orgs/100mL
5252296,2017-07-19,S14790,Blancathey,THMs,0.007,mg/L
5251785,2017-07-05,S15163,Strathmore,THMs,0.032,mg/L
5293372,2017-07-23,S17867,Southwold,Turbidity,0.05,NTU
5252312,2017-07-19,S17696,Tarnstead,Turbidity,0.05,NTU
5252039,2017-07-13,S15513,Merton,Turbidity,0.1,NTU
5252310,2017-07-19,S16474,Snake's Canyon,Turbidity,0.05,NTU
5290447,2017-07-19,S11076,Strathmore,Turbidity,0.05,NTU
5252311,2017-07-19,S13446,Wakefield,Turbidity,0.1,NTU
5290440,2017-07-19,S13397,Merton,Turbidity,0.05,NTU
5252495,2017-07-26,S14812,Swadlincote,E Coli,0,Orgs/100mL
5255303,2017-07-26,S14514,Blancathey,E Coli,0,Orgs/100mL
5252482,2017-07-26,S10584,Blancathey,E Coli,0,Orgs/100mL
5252297,2017-07-19,S12436,Paethsmouth,THMs,0.006,mg/L
5252297,2017-07-19,S12436,Paethsmouth,Turbidity,0.3,NTU
5290446,2017-07-19,S18865,Pontybridge,Turbidity,0.05,NTU
5297979,2017-07-26,S15280,Strathmore,Turbidity,0.05,NTU
5252497,2017-07-26,S19914,Merton,Turbidity,0.05,NTU
5132133,2017-04-12,S13856,Snake's Canyon,E Coli,0,Orgs/100mL
5173194,2017-05-17,S17696,Tarnstead,Turbidity,0.2,NTU
5251774,2017-07-05,S15163,Strathmore,E Coli,0,Orgs/100mL
5251755,2017-07-05,S14567,Tarnstead,E Coli,0,Orgs/100mL
5272607,2017-07-05,S13317,Pontybridge,Turbidity,0.3,NTU
5251784,2017-07-05,S12921,Swadlincote,Turbidity,0.1,NTU
5092696,2017-02-28,S16276,Bellmoral,E Coli,0,Orgs/100mL
5173410,2017-05-24,S13446,Wakefield,Turbidity,0.3,NTU
5092696,2017-02-28,S16276,Bellmoral,Turbidity,0.2,NTU
5092726,2017-03-01,S16474,Snake's Canyon,E Coli,0,Orgs/100mL
5172945,2017-05-10,S14790,Blancathey,E Coli,0,Orgs/100mL
5272647,2017-07-05,S11858,Wakefield,Turbidity,0.1,NTU
5172951,2017-05-10,S12669,Paethsmouth,E Coli,0,Orgs/100mL
5173190,2017-05-17,S16332,Paethsmouth,E Coli,0,Orgs/100mL
5173187,2017-05-17,S13397,Merton,Turbidity,0.2,NTU
5173176,2017-05-16,S14733,Bellmoral,THMs,0.005,mg/L
5173165,2017-05-16,S14733,Bellmoral,Turbidity,0.1,NTU
5173185,2017-05-17,S14514,Blancathey,Turbidity,0.1,NTU
5173165,2017-05-16,S14733,Bellmoral,E Coli,0,Orgs/100mL
5173210,2017-05-17,S15280,Strathmore,E Coli,0,Orgs/100mL
5173193,2017-05-17,S13840,Wakefield,E Coli,0,Orgs/100mL
5173186,2017-05-17,S12437,Blancathey,E Coli,0,Orgs/100mL
5173188,2017-05-17,S12436,Paethsmouth,E Coli,0,Orgs/100mL
5173406,2017-05-24,S19914,Merton,Turbidity,0.2,NTU
5173031,2017-05-15,S17867,Southwold,E Coli,0,Orgs/100mL
5173191,2017-05-17,S11207,Snake's Canyon,E Coli,0,Orgs/100mL
5173410,2017-05-24,S13446,Wakefield,E Coli,0,Orgs/100mL
5173429,2017-05-24,S16510,Strathmore,E Coli,0,Orgs/100mL
5281095,2017-08-09,S15163,Strathmore,E Coli,0,Orgs/100mL
5281068,2017-08-10,S15984,Blancathey,E Coli,0,Orgs/100mL
5281069,2017-08-10,S16451,Blancathey,E Coli,0,Orgs/100mL
5281098,2017-08-09,S14101,Pontybridge,E Coli,0,Orgs/100mL
5281077,2017-08-10,S17721,Tarnstead,E Coli,0,Orgs/100mL
5281075,2017-08-10,S11281,Snake's Canyon,E Coli,0,Orgs/100mL
5281094,2017-08-09,S12566,Swadlincote,Turbidity,0.1,NTU
5281076,2017-08-10,S13840,Wakefield,E Coli,0,Orgs/100mL
5174359,2017-05-30,S17769,Bellmoral,Turbidity,0.1,NTU
5173663,2017-05-31,S15163,Strathmore,E Coli,0,Orgs/100mL
5173652,2017-06-01,S11281,Snake's Canyon,E Coli,0,Orgs/100mL
5173663,2017-05-31,S15163,Strathmore,Turbidity,0.1,NTU
5173653,2017-06-01,S11858,Wakefield,E Coli,0,Orgs/100mL
5173653,2017-06-01,S11858,Wakefield,Turbidity,0.1,NTU
5252324,2017-07-19,S11422,Swadlincote,E Coli,0,Orgs/100mL
5284823,2017-07-13,S14271,Strathmore,Turbidity,0.05,NTU
5198491,2017-06-08,S17058,Paethsmouth,E Coli,0,Orgs/100mL
5198478,2017-06-08,S14975,Blancathey,E Coli,0,Orgs/100mL
5281176,2017-08-13,S10133,Southwold,Turbidity,0.2,NTU
5252289,2017-07-18,S10232,Bellmoral,Turbidity,0.2,NTU
5198744,2017-06-15,S18038,Paethsmouth,E Coli,0,Orgs/100mL
5132792,2017-04-27,S11254,Wakefield,E Coli,0,Orgs/100mL
5132800,2017-04-27,S16901,Pontybridge,E Coli,0,Orgs/100mL
5132793,2017-04-27,S17696,Tarnstead,E Coli,0,Orgs/100mL
5171953,2017-04-30,S11765,Southwold,E Coli,0,Orgs/100mL
5132429,2017-04-20,S19914,Merton,Turbidity,0.1,NTU
5132392,2017-04-19,S10232,Bellmoral,Turbidity,0.1,NTU
5132773,2017-04-27,S10703,Paethsmouth,E Coli,0,Orgs/100mL
5252485,2017-07-26,S11207,Snake's Canyon,E Coli,0,Orgs/100mL
5252487,2017-07-26,S10837,Tarnstead,E Coli,0,Orgs/100mL
5297944,2017-07-26,S14735,Paethsmouth,Turbidity,0.05,NTU
5132802,2017-04-27,S15163,Strathmore,E Coli,0,Orgs/100mL
5172078,2017-05-03,S14901,Snake's Canyon,E Coli,0,Orgs/100mL
5172096,2017-05-03,S13317,Pontybridge,E Coli,0,Orgs/100mL
5132431,2017-04-20,S10129,Paethsmouth,Turbidity,0.1,NTU
5132791,2017-04-27,S17081,Snake's Canyon,E Coli,0,Orgs/100mL
5132546,2017-04-23,S19084,Southwold,THMs,0.005,mg/L
5132434,2017-04-20,S11466,Snake's Canyon,Turbidity,0.1,NTU
5132453,2017-04-20,S17173,Swadlincote,Turbidity,0.1,NTU
5132414,2017-04-20,S15996,Blancathey,Turbidity,0.05,NTU
5132516,2017-04-23,S19084,Southwold,Turbidity,0.1,NTU
5132454,2017-04-20,S11076,Strathmore,Turbidity,0.1,NTU
5284023,2017-08-10,S17721,Tarnstead,THMs,0.047,mg/L
5281375,2017-08-16,S16589,Swadlincote,Turbidity,0.1,NTU
5280829,2017-08-02,S12377,Paethsmouth,E Coli,0,Orgs/100mL
5280837,2017-08-02,S14567,Tarnstead,E Coli,0,Orgs/100mL
5281049,2017-08-08,S13874,Bellmoral,E Coli,0,Orgs/100mL
5280924,2017-08-06,S13371,Southwold,Turbidity,0.1,NTU
5280806,2017-08-01,S17769,Bellmoral,E Coli,0,Orgs/100mL
5281818,2017-09-03,S11715,Southwold,E Coli,0,Orgs/100mL
5282035,2017-09-06,S12921,Swadlincote,Turbidity,0.1,NTU
5281987,2017-09-06,S13397,Merton,Turbidity,0.1,NTU
5280825,2017-08-02,S12437,Blancathey,E Coli,0,Orgs/100mL
5132770,2017-04-27,S17245,Blancathey,E Coli,0,Orgs/100mL
5172071,2017-05-03,S12260,Blancathey,E Coli,0,Orgs/100mL
5172075,2017-05-03,S19666,Paethsmouth,E Coli,0,Orgs/100mL
5132810,2017-04-27,S14363,Swadlincote,THMs,0.006,mg/L
5172073,2017-05-03,S18186,Merton,E Coli,0,Orgs/100mL
5132772,2017-04-27,S15513,Merton,Turbidity,0.1,NTU
5172077,2017-05-03,S14567,Tarnstead,E Coli,0,Orgs/100mL
5132801,2017-04-27,S14363,Swadlincote,E Coli,0,Orgs/100mL
5172098,2017-05-03,S14271,Strathmore,E Coli,0,Orgs/100mL
5171953,2017-04-30,S11765,Southwold,Turbidity,0.1,NTU
5172086,2017-05-03,S18186,Merton,THMs,0.016,mg/L
5281191,2017-08-13,S10133,Southwold,THMs,0.006,mg/L
5281374,2017-08-16,S13306,Pontybridge,Turbidity,0.2,NTU
5281321,2017-08-15,S16276,Bellmoral,E Coli,0,Orgs/100mL
5282439,2017-09-17,S19084,Southwold,Turbidity,0.1,NTU
5172074,2017-05-03,S19339,Paethsmouth,E Coli,0,Orgs/100mL
5172097,2017-05-03,S12921,Swadlincote,E Coli,0,Orgs/100mL
5281094,2017-08-09,S12566,Swadlincote,E Coli,0,Orgs/100mL
5281070,2017-08-10,S15513,Merton,E Coli,0,Orgs/100mL
5132771,2017-04-27,S15929,Blancathey,E Coli,0,Orgs/100mL
5132452,2017-04-20,S14065,Pontybridge,Turbidity,0.1,NTU
5282035,2017-09-06,S12921,Swadlincote,E Coli,0,Orgs/100mL
5282903,2017-09-27,S18703,Pontybridge,Turbidity,0.1,NTU
5282630,2017-09-20,S11858,Wakefield,THMs,0.017,mg/L
5282620,2017-09-20,S14567,Tarnstead,Turbidity,0.1,NTU
5282708,2017-09-24,S11765,Southwold,E Coli,0,Orgs/100mL
5281995,2017-09-06,S14514,Blancathey,E Coli,0,Orgs/100mL
5282905,2017-09-27,S14271,Strathmore,Turbidity,0.1,NTU
5282905,2017-09-27,S14271,Strathmore,E Coli,0,Orgs/100mL
5282886,2017-09-27,S10837,Tarnstead,Turbidity,0.1,NTU
5282867,2017-09-27,S19811,Blancathey,Turbidity,0.1,NTU
5282856,2017-09-26,S17620,Bellmoral,E Coli,0,Orgs/100mL
5282856,2017-09-26,S17620,Bellmoral,Turbidity,0.1,NTU
5282882,2017-09-27,S13397,Merton,Turbidity,0.2,NTU
5173208,2017-05-17,S18865,Pontybridge,E Coli,0,Orgs/100mL
5282904,2017-09-27,S14812,Swadlincote,E Coli,0,Orgs/100mL
5282904,2017-09-27,S14812,Swadlincote,Turbidity,0.1,NTU
5282883,2017-09-27,S13148,Paethsmouth,Turbidity,0.1,NTU
5282885,2017-09-27,S11254,Wakefield,Turbidity,0.1,NTU
5282644,2017-09-20,S15163,Strathmore,Turbidity,0.1,NTU
5281095,2017-08-09,S15163,Strathmore,Turbidity,0.1,NTU
5281071,2017-08-10,S17725,Paethsmouth,E Coli,0,Orgs/100mL
5198719,2017-06-14,S16276,Bellmoral,E Coli,0,Orgs/100mL
5198743,2017-06-15,S16489,Paethsmouth,E Coli,0,Orgs/100mL
5173655,2017-06-01,S10837,Tarnstead,Turbidity,0.2,NTU
5173655,2017-06-01,S10837,Tarnstead,E Coli,0,Orgs/100mL
5173621,2017-06-01,S17923,Paethsmouth,E Coli,0,Orgs/100mL
5173620,2017-06-01,S14487,Paethsmouth,Turbidity,0.2,NTU
5173617,2017-06-01,S15984,Blancathey,Turbidity,0.1,NTU
5198286,2017-06-05,S13531,Southwold,E Coli,0,Orgs/100mL
5173405,2017-05-24,S14759,Blancathey,E Coli,0,Orgs/100mL
5173408,2017-05-24,S14735,Paethsmouth,E Coli,0,Orgs/100mL
5173407,2017-05-24,S12377,Paethsmouth,E Coli,0,Orgs/100mL
5173439,2017-05-24,S14812,Swadlincote,THMs,0.006,mg/L
5173465,2017-05-28,S10133,Southwold,Turbidity,0.1,NTU
5198512,2017-06-08,S12566,Swadlincote,E Coli,0,Orgs/100mL
5198495,2017-06-08,S13840,Wakefield,E Coli,0,Orgs/100mL
5040348,2017-02-22,S17173,Swadlincote,THMs,0.009,mg/L
5173661,2017-05-31,S12119,Pontybridge,E Coli,0,Orgs/100mL
5173662,2017-05-31,S18255,Swadlincote,E Coli,0,Orgs/100mL
5040395,2017-02-26,S13500,Southwold,E Coli,0,Orgs/100mL
5281733,2017-08-30,S13856,Snake's Canyon,Turbidity,0.3,NTU
5281733,2017-08-30,S13856,Snake's Canyon,E Coli,0,Orgs/100mL
5173620,2017-06-01,S14487,Paethsmouth,E Coli,0,Orgs/100mL
5173619,2017-06-01,S15513,Merton,E Coli,0,Orgs/100mL
5173619,2017-06-01,S15513,Merton,Turbidity,0.1,NTU
5173662,2017-05-31,S18255,Swadlincote,Turbidity,0.1,NTU
5281732,2017-08-30,S10129,Paethsmouth,Turbidity,0.2,NTU
5198516,2017-06-08,S14101,Pontybridge,E Coli,0,Orgs/100mL
5283659,2017-07-13,S11254,Wakefield,Turbidity,0.05,NTU
5252171,2017-07-16,S13500,Southwold,Turbidity,0.2,NTU
5252325,2017-07-19,S11076,Strathmore,E Coli,0,Orgs/100mL
5252301,2017-07-19,S13446,Wakefield,E Coli,0,Orgs/100mL
5252341,2017-07-19,S11422,Swadlincote,Turbidity,0.05,NTU
5252484,2017-07-26,S14735,Paethsmouth,E Coli,0,Orgs/100mL
5252483,2017-07-26,S19914,Merton,E Coli,0,Orgs/100mL
5252494,2017-07-26,S18703,Pontybridge,E Coli,0,Orgs/100mL
5252486,2017-07-26,S11254,Wakefield,E Coli,0,Orgs/100mL
5297958,2017-07-26,S11254,Wakefield,Turbidity,0.05,NTU
5297937,2017-07-26,S10584,Blancathey,Turbidity,0.05,NTU
5252502,2017-07-26,S18703,Pontybridge,Turbidity,0.05,NTU
5092722,2017-03-01,S10584,Blancathey,E Coli,0,Orgs/100mL
5092748,2017-03-02,S14271,Strathmore,Turbidity,0.1,NTU
5690924,2018-07-18,S10837,Tarnstead,THMs,0.065,mg/L
5690911,2018-07-18,S19914,Merton,THMs,0.008,mg/L
5281731,2017-08-30,S15513,Merton,Turbidity,0.1,NTU
5281731,2017-08-30,S15513,Merton,E Coli,0,Orgs/100mL
5281757,2017-08-30,S15163,Strathmore,E Coli,0,Orgs/100mL
5198513,2017-06-08,S14271,Strathmore,E Coli,0,Orgs/100mL
5198492,2017-06-08,S13230,Paethsmouth,E Coli,0,Orgs/100mL
5690640,2018-07-11,S16901,Pontybridge,E Coli,0,Orgs/100mL
5280853,2017-08-02,S12119,Pontybridge,E Coli,0,Orgs/100mL
5281734,2017-08-30,S11858,Wakefield,E Coli,0,Orgs/100mL
5281734,2017-08-30,S11858,Wakefield,Turbidity,0.1,NTU
5198749,2017-06-15,S14567,Tarnstead,Turbidity,0.1,NTU
5198743,2017-06-15,S16489,Paethsmouth,Turbidity,0.1,NTU
5198767,2017-06-15,S16589,Swadlincote,E Coli,0,Orgs/100mL
5172096,2017-05-03,S13317,Pontybridge,Turbidity,0.3,NTU
5172919,2017-05-09,S14758,Bellmoral,E Coli,0,Orgs/100mL
5198719,2017-06-14,S16276,Bellmoral,Turbidity,0.2,NTU
5198767,2017-06-15,S16589,Swadlincote,Turbidity,0.05,NTU
